,PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported
62,0067_02,Earth,False,G/10/S,TRAPPIST-1e,18,False,1,258,446,0,0,Celine Leeves,True
63,0067_03,Earth,False,F/15/S,55 Cancri e,21,False,1946,37,0,0,24,Velyne Leeves,False
64,0068_01,Mars,False,E/4/S,TRAPPIST-1e,,False,793,0,2,253,0,Cinst Binie,False
65,0069_01,Earth,False,F/16/S,TRAPPIST-1e,42,False,887,0,9,6,0,,True
66,0070_01,Earth,False,F/13/P,TRAPPIST-1e,19,False,190,0,5,1,726,Meremy Brighttt,False
67,0071_01,Earth,False,F/14/P,TRAPPIST-1e,17,False,16,2165,0,0,52,Nelly Dillines,False
68,0072_01,Earth,False,F/17/S,TRAPPIST-1e,14,False,0,1,0,0,1063,Thell Brantuarez,False
69,0073_01,Mars,False,D/3/P,PSO J318.5-22,37,False,46,83,738,0,12,Gorn Make,False
70,0074_01,Europa,False,C/3/S,TRAPPIST-1e,42,False,1,8397,0,0,506,Aldibah Mostedry,True
71,0076_01,Mars,False,F/18/S,TRAPPIST-1e,27,False,147,0,1018,0,0,Conk Dal,True
72,0077_01,Mars,False,F/15/P,TRAPPIST-1e,28,False,14,0,1295,0,0,Pon Blité,True
73,0078_01,Europa,False,C/4/S,TRAPPIST-1e,38,False,0,5840,0,321,9654,Spuri Pokerheed,False
74,0081_01,Earth,True,G/13/S,TRAPPIST-1e,13,False,0,0,0,0,0,Dellie Vinozarks,False
75,0082_01,Mars,False,F/16/P,TRAPPIST-1e,42,False,7406,0,0,0,0,Totse Datte,False
76,0082_02,Mars,True,F/16/P,TRAPPIST-1e,2,False,0,0,0,0,0,Eaturs Datte,True
77,0082_03,Mars,False,F/16/P,TRAPPIST-1e,8,False,0,0,0,0,0,,True
78,0084_01,Earth,False,G/14/S,TRAPPIST-1e,24,False,688,0,0,0,17,Coren Coopezmaney,True
79,0085_01,Europa,True,C/5/S,TRAPPIST-1e,40,False,0,0,0,0,0,Furudah Ellcefulve,True
80,0086_01,Earth,False,F/17/P,TRAPPIST-1e,43,False,211,0,0,638,513,Jodye Kinson,False
81,0088_01,Mars,True,E/5/S,PSO J318.5-22,45,False,0,0,0,0,0,Stmeal Sacre,True
82,0090_01,Earth,True,G/15/S,TRAPPIST-1e,35,False,0,0,0,0,0,Heremy Santry,True
83,0091_01,Earth,True,G/16/S,TRAPPIST-1e,26,False,,0,0,0,0,Deanne Yorkland,True
84,0091_02,Earth,False,F/20/S,TRAPPIST-1e,27,False,1,697,31,188,0,Tinez Yorkland,False
85,0092_01,Earth,False,G/9/P,TRAPPIST-1e,19,False,0,0,670,1,34,Gracy Dunnisey,False
86,0092_02,Earth,True,G/9/P,TRAPPIST-1e,0,False,0,0,,0,0,Stald Hewson,True
87,0092_03,Earth,True,G/9/P,TRAPPIST-1e,3,False,0,0,0,0,0,Tiney Hewson,True
88,0097_01,Europa,False,A/2/S,TRAPPIST-1e,54,False,0,1208,0,3,637,Alchium Fictful,False
89,0098_01,Earth,False,G/11/P,TRAPPIST-1e,26,False,0,856,5,32,0,Doria Carezquez,False
90,0098_02,Earth,False,G/11/P,TRAPPIST-1e,26,False,0,2811,957,0,87,Leence Carezquez,True
91,0099_01,Earth,False,F/19/P,PSO J318.5-22,23,False,311,427,526,37,0,Aliey Leetersoney,False
92,0099_02,Earth,,G/12/P,TRAPPIST-1e,2,False,0,0,0,0,0,Thewis Connelson,True
93,0101_01,Mars,True,,TRAPPIST-1e,31,False,0,0,0,0,0,Book Trad,True
94,0102_01,Earth,False,F/23/S,TRAPPIST-1e,18,False,0,0,0,830,91,Ritany Holson,False
95,0103_01,Earth,False,F/24/S,TRAPPIST-1e,24,False,0,,0,0,17,Arlen Mclainez,True
96,0103_02,Earth,True,G/18/S,55 Cancri e,9,False,0,0,0,0,0,Shaele Mclainez,True
97,0103_03,Earth,True,G/18/S,TRAPPIST-1e,6,False,0,0,0,0,0,Fanne Mclainez,False
98,0105_01,Earth,,F/21/P,TRAPPIST-1e,27,False,0,0,570,2,131,Carry Cleachrand,False
99,0107_01,Mars,False,D/2/S,TRAPPIST-1e,21,False,1743,5,17,0,0,Coobix Hart,False
100,0108_01,Earth,True,G/19/S,TRAPPIST-1e,23,False,0,0,0,0,0,Natald Handertiz,False
101,0108_02,Earth,False,G/19/S,TRAPPIST-1e,31,False,562,0,326,0,0,,False
102,0108_03,Earth,False,G/19/S,TRAPPIST-1e,0,,0,0,0,0,0,Oline Handertiz,True
103,0110_01,Europa,False,,TRAPPIST-1e,32,False,0,410,6,3929,764,Graviph Aloubtled,False
104,0110_02,Europa,,B/5/P,TRAPPIST-1e,40,False,0,331,0,0,1687,Aldeba Bootious,False
105,0110_03,Europa,False,B/5/P,TRAPPIST-1e,42,False,2209,11418,0,1868,445,Alaratz Aloubtled,True
106,0110_04,Europa,True,B/5/P,TRAPPIST-1e,28,False,0,0,0,0,0,Izark Aloubtled,True
107,0111_01,Europa,True,E/6/S,TRAPPIST-1e,29,False,0,0,0,0,0,Aldera Supred,True
108,0112_01,Europa,False,B/1/S,55 Cancri e,48,True,0,2537,87,17,13,Moth Cowtale,True
109,0113_01,Earth,False,F/23/P,TRAPPIST-1e,64,False,0,0,804,0,0,Idary Carvis,True
110,0114_01,Earth,False,G/20/S,TRAPPIST-1e,27,False,82,157,429,238,1,Maura Beckerson,False
111,0115_01,Mars,,F/24/P,TRAPPIST-1e,26,False,0,0,0,0,,Rohs Pead,True
112,0116_01,Europa,False,D/4/P,TRAPPIST-1e,33,False,1,2223,0,12,404,Alhenah Suptive,True
113,0119_01,,False,A/0/P,TRAPPIST-1e,39,False,0,2344,0,65,6898,Batan Coning,False
114,0119_02,Europa,True,A/0/P,TRAPPIST-1e,13,False,0,0,0,0,0,Kleeiak Coning,True
115,0120_01,Mars,True,F/25/P,TRAPPIST-1e,24,False,0,0,0,0,,Bees Sacre,True
116,0122_01,Earth,False,G/21/S,TRAPPIST-1e,29,False,0,0,0,699,74,Shelle Hayder,False
117,0123_01,Earth,False,F/27/P,TRAPPIST-1e,18,False,55,597,49,0,1,Iree Fielson,False
118,0126_01,Mars,True,F/27/S,TRAPPIST-1e,67,False,0,0,0,0,0,Milly Mish,True
119,0127_01,Mars,False,E/7/S,TRAPPIST-1e,35,False,701,0,296,0,25,Miloss Mesty,False
120,0128_01,Mars,False,D/3/S,TRAPPIST-1e,61,True,2353,334,9,316,2,Grohs Fles,False
121,0128_02,Mars,False,E/8/S,TRAPPIST-1e,45,False,2103,6,0,0,0,Barave Fles,False
122,0129_01,Earth,True,G/22/S,PSO J318.5-22,22,False,0,0,,0,0,Race Fowles,True
123,0133_01,Mars,True,F/29/S,TRAPPIST-1e,19,False,0,0,0,0,0,Flynx Blie,True
124,0133_02,Mars,False,D/5/S,TRAPPIST-1e,36,False,2738,0,0,0,0,Egrasp Blie,False
125,0134_01,Earth,False,G/17/P,TRAPPIST-1e,19,False,0,14,730,0,0,Camina Harmontry,True
126,0136_01,Earth,False,G/23/S,PSO J318.5-22,47,False,97,418,126,25,55,,False
127,0138_01,Earth,True,G/18/P,TRAPPIST-1e,13,False,0,0,0,0,0,Fayene Gambs,True
128,0138_02,Earth,False,E/5/P,,34,False,0,22,0,564,207,Monah Gambs,False
129,0139_01,Europa,True,C/6/S,55 Cancri e,35,False,0,0,0,0,0,Charda Myling,True
130,0140_01,Earth,True,G/19/P,TRAPPIST-1e,24,False,0,0,0,0,0,Evaley Mejiaddox,True
131,0140_02,Earth,False,F/29/P,TRAPPIST-1e,26,False,440,0,0,0,462,Verney Whitakers,False
132,0141_01,Mars,False,F/30/P,TRAPPIST-1e,31,False,,0,97,0,0,Pyrohs Harte,False
133,0144_01,Earth,False,F/31/S,TRAPPIST-1e,20,False,0,420,210,0,0,Guadae Dayers,True
134,0146_01,Earth,False,G/25/S,TRAPPIST-1e,56,False,0,0,0,0,0,Verly Wolferguson,False
135,0147_01,Earth,True,G/26/S,TRAPPIST-1e,50,False,0,0,0,0,0,Samie Hubbarrison,True
136,0148_01,Mars,False,F/31/P,TRAPPIST-1e,42,False,1072,0,10,0,76,Corsh Pashe,False
137,0149_01,Earth,True,G/27/S,55 Cancri e,,False,0,0,0,0,0,Billya Hubbarrison,True
138,0151_01,Earth,True,G/20/P,55 Cancri e,38,False,0,0,0,0,0,Shanie Simson,False
139,0152_01,Earth,False,F/32/P,,41,False,0,0,0,0,607,Andan Estron,False
140,0160_01,Earth,False,G/22/P,TRAPPIST-1e,22,False,4119,0,0,0,61,Gory Atkinney,False
141,0163_01,Europa,True,B/8/P,TRAPPIST-1e,26,False,0,0,0,0,0,Kabiton Hetforhaft,True
142,0163_02,Europa,True,B/8/P,TRAPPIST-1e,17,False,0,0,0,0,0,Scharab Hetforhaft,True
143,0164_01,Earth,False,G/28/S,TRAPPIST-1e,57,False,50,1688,0,,135,Fany Hutchinton,True
144,0164_02,Earth,True,G/28/S,PSO J318.5-22,17,False,0,0,0,0,0,Ianya Hutchinton,False
145,0165_01,Mars,True,F/37/P,TRAPPIST-1e,35,,0,0,0,0,0,Graven Anche,True
146,0167_01,Mars,True,F/35/S,TRAPPIST-1e,13,False,0,0,0,0,0,Miten Floaf,True
147,0167_02,Mars,False,F/35/S,TRAPPIST-1e,27,False,1365,0,48,22,137,Rios Floaf,False
148,0169_01,Earth,True,G/23/P,TRAPPIST-1e,31,False,0,0,0,0,0,Wandy Fisherry,False
149,0170_01,Earth,False,E/10/S,TRAPPIST-1e,24,False,0,0,0,221,567,Mollie Mcmahoney,False
150,0171_01,Earth,True,G/30/S,PSO J318.5-22,19,False,0,0,0,0,0,Coracy Gordanieves,True
151,0172_01,Earth,True,G/24/P,TRAPPIST-1e,32,False,0,0,0,0,0,Hanna Johnshines,True
152,0173_01,Earth,,E/11/S,TRAPPIST-1e,58,False,0,985,0,5,0,Hilip Grifford,True
153,0174_01,Earth,False,F/38/P,55 Cancri e,21,False,287,0,16,115,175,Doryn Lambles,False
154,0177_01,Europa,False,B/2/S,TRAPPIST-1e,38,False,0,10346,1,14970,2111,Toperon Iniouser,False
155,0178_01,Mars,False,D/6/S,TRAPPIST-1e,38,False,3414,0,161,28,119,Wees Knik,False
156,0179_01,Earth,False,G/26/P,TRAPPIST-1e,19,False,1,219,673,2,11,Elaney Webstephrey,True
157,0179_02,Earth,False,G/26/P,TRAPPIST-1e,0,False,0,0,0,0,0,Raque Webstephrey,False
158,0179_03,Earth,False,G/26/P,TRAPPIST-1e,3,False,0,0,0,0,0,Sallyl Webstephrey,True
159,0181_01,Earth,False,G/27/P,TRAPPIST-1e,20,False,0,0,3,299,92,Nancis Brighttt,False
160,0182_01,Europa,True,C/3/P,TRAPPIST-1e,24,False,0,0,0,0,0,Ksorab Disight,True
161,0183_01,Earth,False,F/36/S,TRAPPIST-1e,37,False,17,146,426,0,232,Stany Weaves,True
162,0186_01,Earth,False,G/28/P,TRAPPIST-1e,25,False,62,0,0,0,956,Camiet Shephendry,False
163,0188_01,Earth,True,G/31/S,TRAPPIST-1e,56,False,0,0,0,0,0,Branda Romez,True
164,0189_01,Earth,False,E/8/P,55 Cancri e,49,False,84,3,401,202,98,Helly Booters,False
165,0190_01,Earth,True,G/32/S,55 Cancri e,11,False,0,0,0,0,0,,False
166,0192_01,Earth,True,G/29/P,TRAPPIST-1e,1,False,0,0,0,0,0,Tance Adavisons,True
167,0192_02,Earth,False,G/29/P,TRAPPIST-1e,8,False,0,0,0,0,0,Robyny Adavisons,False
168,0192_03,Earth,False,G/29/P,TRAPPIST-1e,39,False,0,0,10,898,0,Lilace Adavisons,False
169,0193_01,Mars,True,F/41/P,TRAPPIST-1e,2,False,0,0,0,0,0,Sps Raf,True
170,0193_02,Mars,False,F/41/P,TRAPPIST-1e,23,False,,0,8,1072,0,Frook Raf,False
171,0193_03,Mars,False,F/41/P,TRAPPIST-1e,0,False,0,0,0,0,0,Goles Raf,True
172,0195_01,Mars,False,F/42/P,TRAPPIST-1e,39,False,406,0,867,0,0,Bar Floaf,True
173,0196_01,Mars,False,D/5/P,PSO J318.5-22,25,False,1052,0,719,0,7,Caper Emead,False
174,0197_01,Europa,False,C/5/P,TRAPPIST-1e,36,False,0,972,0,795,575,Astrak Dissper,False
175,0198_01,Earth,,G/30/P,PSO J318.5-22,52,False,0,0,0,0,0,Jeroy Cookson,True
176,0199_01,Earth,True,G/33/S,TRAPPIST-1e,18,False,0,0,0,0,0,Regana Morrows,False
177,0200_01,Earth,True,G/31/P,TRAPPIST-1e,15,False,0,0,0,0,0,Elia Colomonson,True
178,0201_01,Europa,True,B/3/S,TRAPPIST-1e,35,False,0,0,0,0,0,Kaffias Bacistion,True
179,0201_02,Europa,True,B/3/S,TRAPPIST-1e,47,False,0,0,0,0,0,Edaruma Bacistion,True
180,0202_01,Europa,True,B/9/P,55 Cancri e,45,False,0,0,0,0,0,Pomera Embleng,True
181,0202_02,Europa,False,A/2/P,55 Cancri e,,False,0,2433,,878,443,Vegas Embleng,True
182,0203_01,Europa,True,C/8/S,TRAPPIST-1e,51,False,0,0,0,0,0,Ancham Heateele,True
183,0205_01,Earth,False,G/34/S,TRAPPIST-1e,29,False,0,2,66,0,705,Carma Oneiles,False
184,0206_01,Europa,False,C/9/S,55 Cancri e,,False,2,1720,12,1125,122,Nuson Brugashed,True
185,0207_01,Earth,True,G/32/P,PSO J318.5-22,19,False,0,0,0,0,0,Thony Mcfaddennon,False
186,0210_01,,True,D/6/P,55 Cancri e,24,False,0,0,,0,0,Arraid Inicont,True
187,0211_01,Mars,False,F/44/P,TRAPPIST-1e,29,False,902,1,137,0,0,Pebuts Appie,True
188,0211_02,Mars,True,F/44/P,TRAPPIST-1e,11,False,0,0,0,0,0,Corsh Appie,True
189,0211_03,Mars,False,F/44/P,TRAPPIST-1e,17,False,848,0,307,182,0,Picers Date,False
190,0212_01,Earth,False,E/9/P,TRAPPIST-1e,13,False,192,0,0,51,739,Inen Workmans,False
191,0212_02,Earth,False,F/45/P,TRAPPIST-1e,35,False,147,188,0,10,387,Shally Workmans,False
192,0213_01,Earth,False,F/46/P,TRAPPIST-1e,21,False,367,281,0,0,146,Carita Navages,False
193,0216_01,Earth,False,F/40/S,55 Cancri e,21,False,0,56,0,0,1918,Searla Garnes,False
194,0217_01,Earth,False,F/47/P,TRAPPIST-1e,38,False,1517,0,0,27,0,Prilly Shieldson,False
195,0219_01,Earth,True,G/36/P,TRAPPIST-1e,19,False,0,0,0,0,0,Nica River,True
196,0220_01,Earth,True,G/37/P,TRAPPIST-1e,2,False,0,0,0,0,0,Tyle Wilsoney,True
197,0220_02,Earth,False,G/37/P,TRAPPIST-1e,0,False,0,0,0,0,0,Wena Wilsoney,True
198,0220_03,Earth,True,G/37/P,TRAPPIST-1e,13,False,0,0,0,0,0,Branca Wilsoney,False
199,0220_04,Earth,False,E/10/P,TRAPPIST-1e,25,False,122,84,,0,0,Dont Wilsoney,False
200,0220_05,Earth,False,F/48/P,TRAPPIST-1e,16,False,0,3,0,0,1099,Velyne Wilsoney,False
201,0220_06,Earth,False,G/37/P,55 Cancri e,1,False,0,0,0,0,0,Weney Wilsoney,False
202,0220_07,Earth,True,G/37/P,TRAPPIST-1e,15,False,0,0,0,0,0,Guye Wilsoney,True
203,0221_01,Mars,False,E/13/S,55 Cancri e,21,False,2237,0,119,0,0,Cowhex Blan,False
204,0221_02,Mars,False,E/13/S,TRAPPIST-1e,23,False,1215,80,1,2,0,Yogark Reke,False
205,0221_03,Mars,False,E/13/S,TRAPPIST-1e,33,False,1933,12,188,1,0,Jacks Reke,False
206,0221_04,Mars,True,E/13/S,TRAPPIST-1e,21,False,0,0,0,0,0,Eerch Reke,True
207,0221_05,Mars,False,E/13/S,TRAPPIST-1e,41,False,1230,0,301,43,1023,Panbug Reke,False
208,0221_06,Mars,False,E/13/S,TRAPPIST-1e,16,False,915,0,221,234,0,Gran Reke,False
209,0221_07,Mars,True,E/13/S,TRAPPIST-1e,42,False,0,0,0,0,0,Rohs Reke,False
210,0222_01,Mars,False,F/41/S,TRAPPIST-1e,20,False,1406,0,0,11,0,Gone Perte,False
211,0222_02,Mars,True,F/41/S,TRAPPIST-1e,24,False,0,0,0,0,0,Colf Deva,True
212,0222_03,Mars,True,E/14/S,TRAPPIST-1e,16,False,0,0,0,0,0,Grake Perte,True
213,0223_01,Earth,False,G/35/S,TRAPPIST-1e,21,False,0,2,665,0,9,Evan Sykess,False
214,0224_01,Mars,False,F/42/S,TRAPPIST-1e,32,True,181,0,5,1634,0,Blues Queen,False
215,0225_01,Earth,True,G/38/P,PSO J318.5-22,58,False,0,0,0,0,0,Carly Hortis,True
216,0229_01,Earth,False,F/43/S,TRAPPIST-1e,24,False,4,7,0,713,79,Done Sellahaney,False
217,0231_01,Mars,False,F/44/S,TRAPPIST-1e,30,False,85,0,1,1720,0,Krus Nate,False
218,0232_01,Earth,True,G/36/S,PSO J318.5-22,27,False,0,,0,0,0,Nica Bakerrison,False
219,0233_01,Mars,False,F/45/S,TRAPPIST-1e,32,False,56,0,256,1438,0,Teda Wist,False
220,0234_01,Earth,False,F/50/P,TRAPPIST-1e,43,False,,888,0,0,0,Keitha Josey,False
221,0237_01,Europa,True,B/11/P,TRAPPIST-1e,42,False,0,0,0,0,0,Weias Aginge,True
222,0239_01,Mars,False,,TRAPPIST-1e,37,False,637,0,0,92,319,Diedow Resty,False
223,0240_01,Mars,True,F/52/P,TRAPPIST-1e,35,False,0,0,0,0,0,Puffes Crie,True
224,0241_01,Europa,,E/11/P,55 Cancri e,33,False,0,1249,0,4812,1116,Alas Dischod,False
225,0242_01,,False,F/46/S,TRAPPIST-1e,18,False,313,1,691,283,0,Almone Sté,False
226,0243_01,Earth,True,G/37/S,TRAPPIST-1e,21,False,0,0,0,0,0,Lilace Cartyernan,False
227,0244_01,Mars,True,,TRAPPIST-1e,43,False,0,0,0,0,0,Froos Sad,True
228,0244_02,Mars,True,F/47/S,55 Cancri e,14,,0,0,0,0,0,Tous Sad,True
229,0245_01,Europa,False,C/6/P,55 Cancri e,46,False,0,3571,0,0,7,Glueba Repumparte,True
230,0245_02,Europa,False,C/6/P,TRAPPIST-1e,33,False,0,86,796,584,10912,Anchib Repumparte,False
231,0246_01,Mars,False,D/8/P,TRAPPIST-1e,21,False,2947,0,287,27,0,Mele Sesa,False
232,0248_01,Europa,False,C/10/S,TRAPPIST-1e,33,False,0,1,0,8620,1063,Genifi Spanxibus,False
233,0250_01,Earth,True,G/38/S,PSO J318.5-22,47,False,,0,0,0,0,Camily Kramosley,False
234,0251_01,,True,C/11/S,55 Cancri e,54,False,0,0,0,0,0,Diphah Amsive,True
235,0252_01,Earth,False,F/53/P,TRAPPIST-1e,30,False,335,695,541,0,0,Leenny Byerry,False
236,0253_01,Earth,False,G/42/P,TRAPPIST-1e,29,False,272,615,0,0,1,Dawne Cardner,False
237,0254_01,Earth,False,F/54/P,TRAPPIST-1e,21,False,702,172,408,2,6,Race Stenson,True
238,0255_01,Europa,True,A/3/S,TRAPPIST-1e,24,False,0,0,0,0,0,Ashir Mingious,True
239,0257_01,Mars,False,F/49/S,55 Cancri e,21,False,1664,0,,0,0,Errohs Berte,False
240,0257_02,Mars,True,F/49/S,TRAPPIST-1e,60,False,0,0,0,0,0,Squars Berte,True
241,0258_01,Earth,False,F/50/S,TRAPPIST-1e,22,False,0,0,313,299,92,Feryla Cooperkins,False
242,0260_01,Europa,False,E/16/S,TRAPPIST-1e,26,False,0,4810,0,981,2054,Segino Inderly,False
243,0261_01,Earth,False,F/56/P,TRAPPIST-1e,26,False,66,29,0,0,803,Dord Bookerson,False
244,0263_01,Earth,True,G/43/P,TRAPPIST-1e,28,False,0,0,0,0,0,Maen Merkins,True
245,0265_01,Europa,True,D/8/S,TRAPPIST-1e,39,False,0,0,0,,0,Etair Herpumble,True
246,0267_01,Earth,False,F/51/S,TRAPPIST-1e,13,False,118,0,0,754,1,Lilace Sancockett,False
247,0269_01,Earth,False,F/52/S,55 Cancri e,47,False,0,231,592,0,0,Lerome Polliamposs,True
248,0270_01,Earth,False,F/59/P,TRAPPIST-1e,63,False,0,25,128,0,1240,Cathya Fryersonis,False
249,0275_01,Europa,True,D/9/S,55 Cancri e,,False,0,0,0,0,0,Terf Obnoble,True
250,0277_01,Earth,False,F/61/P,55 Cancri e,50,False,44,2390,0,53,0,Byront Mcdanield,True
251,0278_01,Earth,False,,TRAPPIST-1e,35,False,0,0,0,888,,Judya Beachez,False
252,0278_02,Earth,False,G/45/P,TRAPPIST-1e,45,False,0,97,0,14,333,Marice Beachez,False
253,0281_01,Earth,False,F/63/P,TRAPPIST-1e,19,False,0,0,2078,0,0,Derine Pierry,True
254,0282_01,Earth,False,F/54/S,TRAPPIST-1e,21,False,0,918,0,0,0,Valex Baketton,True
